Date,Open,High,Low,Close,Adj Close,Volume
2003-01-15,55.000000,55.000000,53.400002,53.799999,34.302383,2522900
2003-01-16,54.150002,54.730000,53.570000,53.750000,34.270500,2823700
2003-01-17,53.820000,53.820000,52.500000,52.500000,33.473522,2360700
2003-01-21,52.650002,52.980000,51.099998,51.310001,32.714790,2848900
2003-01-22,51.310001,52.700001,50.150002,51.000000,32.517136,5146500
2003-01-23,51.200001,52.750000,51.049999,52.279999,33.333241,3246600
2003-01-24,51.980000,53.349998,50.900002,50.900002,32.453384,4508200
2003-01-27,51.150002,51.650002,50.549999,50.740002,32.351357,2566700
2003-01-28,51.099998,51.189999,50.110001,51.099998,32.580887,2063300
2003-01-29,50.770000,51.599998,50.490002,50.500000,32.198334,2887200
2003-01-30,50.980000,50.980000,49.549999,49.650002,31.656378,2855100
2003-01-31,49.520000,52.000000,49.520000,51.049999,32.549000,3364600
2003-02-03,49.900002,50.490002,49.389999,49.549999,31.592625,3991100
2003-02-04,50.150002,51.680000,49.500000,51.270000,32.689274,2667700
2003-02-05,51.980000,51.990002,50.500000,50.570000,32.242958,2251900
2003-02-06,50.660000,51.049999,49.830002,50.150002,31.975183,1516800
2003-02-07,50.400002,50.500000,49.860001,50.099998,31.943289,1319400
2003-02-10,50.250000,50.480000,49.590000,50.139999,31.968801,1411700
2003-02-11,50.439999,50.450001,48.570000,48.799999,31.114418,2706900
2003-02-12,48.849998,48.980000,46.770000,47.750000,30.444962,3845900
2003-02-13,47.880001,47.990002,46.849998,47.759998,30.451334,2545600
2003-02-14,47.910000,48.340000,46.799999,47.400002,30.221796,2798400
2003-02-18,47.400002,47.700001,45.580002,46.799999,29.839245,5418600
2003-02-19,46.889999,47.700001,46.419998,47.680000,30.400326,2165400
2003-02-20,47.259998,47.450001,45.700001,45.860001,29.239908,3720500
2003-02-21,45.299999,45.750000,44.849998,45.570000,29.054996,5238100
2003-02-24,45.000000,45.250000,44.340000,44.549999,28.404655,3543100
2003-02-25,44.599998,45.730000,44.599998,45.410000,28.952993,5547600
2003-02-26,45.799999,46.060001,45.070000,45.900002,29.265409,5106700
2003-02-27,45.990002,46.250000,45.099998,45.810001,29.284576,2429100
2003-02-28,45.549999,46.139999,45.299999,45.720001,29.227062,2651300
2003-03-03,46.389999,46.619999,45.700001,45.779999,29.265411,2123500
2003-03-04,45.790001,46.450001,44.910000,46.080002,29.457180,2535100
2003-03-05,44.209999,45.900002,42.560001,45.080002,28.817932,4945000
2003-03-06,45.090000,45.200001,44.090000,44.570000,28.491896,5266300
2003-03-07,44.570000,44.570000,43.000000,43.560001,27.846247,5048900
2003-03-10,43.570000,43.599998,42.200001,42.320000,27.053568,4096200
2003-03-11,42.500000,42.680000,41.060001,41.130001,26.292831,4050600
2003-03-12,41.310001,42.099998,40.639999,41.500000,26.529369,5141100
2003-03-13,42.349998,43.259998,41.869999,43.209999,27.622519,3707200
2003-03-14,44.320000,45.990002,44.160000,45.189999,28.888250,4111600
2003-03-17,45.799999,47.240002,45.509998,46.950001,30.013348,4840100
2003-03-18,47.099998,48.000000,47.000000,47.320000,30.249868,3544900
2003-03-19,48.000000,48.970001,47.650002,48.299999,30.876354,3375300
2003-03-20,48.630001,48.740002,46.639999,46.849998,29.949417,3690500
2003-03-21,46.849998,47.070000,43.560001,45.410000,29.028877,8377900
2003-03-24,45.410000,46.810001,45.410000,46.410000,29.668146,3100300
2003-03-25,46.220001,46.439999,45.020000,45.959999,29.380484,2809500
2003-03-26,46.299999,47.049999,45.750000,46.250000,29.565863,2480400
2003-03-27,46.150002,47.470001,45.910000,47.250000,30.205128,2968700
2003-03-28,47.299999,48.250000,47.029999,48.139999,30.774075,3308700
2003-03-31,47.750000,47.990002,47.000000,47.549999,30.396908,2786200
2003-04-01,47.450001,48.180000,47.400002,47.650002,30.460835,2806700
2003-04-02,47.660000,47.939999,46.500000,47.660000,30.467215,2942300
2003-04-03,47.799999,48.119999,47.450001,47.880001,30.607870,2334700
2003-04-04,47.880001,47.930000,46.049999,46.599998,29.789614,2849600
2003-04-07,46.459999,46.459999,45.310001,45.549999,29.118393,3782200
2003-04-08,45.119999,45.480000,44.980000,45.090000,28.824318,2423300
2003-04-09,45.090000,46.209999,44.770000,45.349998,28.990534,2037300
2003-04-10,45.360001,45.360001,44.299999,44.750000,28.606970,2576900
2003-04-11,44.630001,44.730000,43.700001,44.110001,28.197838,2279700
2003-04-14,43.799999,44.650002,43.320000,44.500000,28.447161,2917700
2003-04-15,44.630001,44.630001,43.650002,44.490002,28.440765,2111400
2003-04-16,44.740002,44.959999,44.099998,44.349998,28.351278,2825100
2003-04-17,44.349998,45.549999,44.349998,45.360001,28.996923,2073400
2003-04-21,45.400002,45.950001,45.000000,45.250000,28.926605,2150700
2003-04-22,46.000000,48.680000,46.000000,48.549999,31.036154,5867400
2003-04-23,48.549999,49.070000,48.040001,48.619999,31.080910,3729900
2003-04-24,48.610001,49.650002,48.240002,49.150002,31.419737,2303800
2003-04-25,49.700001,49.910000,49.299999,49.410000,31.585924,2553800
2003-04-28,49.500000,50.689999,49.020000,50.480000,32.269939,2676800
2003-04-29,50.700001,51.660000,49.549999,50.250000,32.122910,2858400
2003-04-30,50.240002,50.610001,49.419998,50.049999,31.995056,2505100
2003-05-01,49.500000,49.950001,48.610001,48.900002,31.259912,2236000
2003-05-02,48.910000,50.320000,48.910000,50.220001,32.103745,2273600
2003-05-05,50.090000,50.189999,48.900002,49.500000,31.643469,2187900
2003-05-06,49.509998,50.139999,49.139999,49.810001,31.841648,2152300
2003-05-07,49.400002,50.000000,48.950001,49.160000,31.426123,2367100
2003-05-08,49.080002,49.430000,48.380001,48.549999,31.036154,1633500
2003-05-09,48.509998,48.840000,48.290001,48.840000,31.221561,1738800
2003-05-12,48.750000,49.090000,48.540001,48.919998,31.272692,1640500
2003-05-13,49.000000,50.000000,48.750000,49.540001,31.669039,1574900
2003-05-14,49.540001,49.730000,49.130001,49.570000,31.688211,1018100
2003-05-15,49.490002,49.770000,49.099998,49.400002,31.579548,1674900
2003-05-16,49.000000,49.389999,48.610001,49.000000,31.323820,1774200
2003-05-19,48.849998,48.849998,47.599998,47.669998,30.473614,1564300
2003-05-20,47.939999,48.040001,46.750000,47.369999,30.281836,2063300
2003-05-21,47.299999,47.369999,46.700001,47.369999,30.281836,1763900
2003-05-22,47.250000,48.000000,47.060001,47.709999,30.499187,1489700
2003-05-23,47.750000,48.169998,47.119999,47.930000,30.639820,1648200
2003-05-27,47.849998,48.810001,47.450001,48.410000,30.946678,1605200
2003-05-28,48.200001,48.250000,46.790001,47.099998,30.109243,2510400
2003-05-29,47.099998,47.240002,46.119999,46.560001,29.840059,3288100
2003-05-30,46.520000,47.700001,45.930000,46.419998,29.750338,3504100
2003-06-02,46.619999,47.490002,46.340000,46.730000,29.949013,1869900
2003-06-03,46.599998,46.830002,45.930000,46.000000,29.481169,2265100
2003-06-04,46.000000,46.169998,45.299999,45.799999,29.352978,2878300
2003-06-05,45.200001,46.810001,45.000000,45.450001,29.128674,3219800
2003-06-06,45.849998,47.180000,45.810001,46.410000,29.743923,3619600
2003-06-09,46.419998,47.250000,46.150002,46.500000,29.801605,1947100
2003-06-10,46.500000,47.119999,45.590000,46.500000,29.801605,2515100
2003-06-11,46.689999,48.150002,46.560001,48.090000,30.820637,2379300
2003-06-12,48.169998,48.799999,47.880001,48.419998,31.032118,2444300
2003-06-13,48.799999,48.990002,47.599998,47.900002,30.698870,1316900
2003-06-16,47.900002,48.950001,47.849998,48.730000,31.230808,1195400
2003-06-17,48.950001,49.250000,48.500000,49.070000,31.448706,2542000
2003-06-18,49.080002,49.889999,48.869999,49.650002,31.820435,2677400
2003-06-19,49.880001,49.939999,49.009998,49.160000,31.506390,1825700
2003-06-20,49.160000,49.250000,48.599998,48.630001,31.166702,2950600
2003-06-23,48.849998,48.990002,47.439999,48.209999,30.897537,1966700
2003-06-24,47.830002,49.029999,47.830002,48.459999,31.057758,1742600
2003-06-25,49.099998,49.240002,47.950001,48.119999,30.839859,1201000
2003-06-26,48.259998,48.619999,47.720001,47.849998,30.666813,1570000
2003-06-27,47.849998,47.930000,47.259998,47.520000,30.455322,1745200
2003-06-30,47.730000,48.220001,47.570000,47.570000,30.487360,1602200
2003-07-01,47.799999,48.580002,47.470001,48.450001,31.051363,1466800
2003-07-02,48.369999,48.810001,47.900002,48.810001,31.282085,1435000
2003-07-03,48.270000,48.639999,48.169998,48.400002,31.019310,837500
2003-07-07,48.700001,48.950001,47.570000,48.080002,30.814219,2124300
2003-07-08,47.900002,48.189999,46.849998,48.029999,30.782179,3648400
2003-07-09,47.919998,48.340000,47.599998,47.889999,30.692432,1966100
2003-07-10,47.799999,48.650002,47.509998,48.650002,31.179543,2553900
2003-07-11,49.020000,49.500000,48.740002,49.380001,31.647398,2404500
2003-07-14,49.980000,49.990002,48.509998,48.650002,31.179543,1608100
2003-07-15,48.549999,49.610001,48.500000,49.299999,31.596115,2230300
2003-07-16,49.279999,50.349998,49.279999,50.090000,32.102440,2414100
2003-07-17,50.200001,50.810001,49.779999,50.220001,32.185745,2482100
2003-07-18,50.750000,52.080002,50.599998,52.049999,33.358585,2674000
2003-07-21,52.750000,52.790001,51.279999,52.299999,33.518799,2620300
2003-07-22,52.299999,53.599998,51.400002,53.400002,34.223789,3648600
2003-07-23,53.389999,53.700001,52.619999,53.380001,34.210976,1609600
2003-07-24,54.980000,55.000000,51.549999,51.549999,33.038132,4096100
2003-07-25,51.849998,53.049999,51.400002,53.000000,33.967430,3049000
2003-07-28,53.570000,54.200001,53.099998,53.459999,34.262238,3012500
2003-07-29,53.330002,53.720001,52.450001,52.549999,33.679012,1649900
2003-07-30,52.700001,53.099998,52.310001,52.450001,33.614925,1863500
2003-07-31,52.650002,53.000000,52.200001,52.340000,33.544441,1571500
2003-08-01,52.950001,52.950001,51.520000,51.520000,33.018909,1661700
2003-08-04,51.650002,52.349998,50.639999,51.700001,33.134270,1562600
2003-08-05,51.080002,51.290001,50.020000,50.169998,32.153690,2302200
2003-08-06,50.799999,51.799999,50.150002,50.900002,32.621559,1955400
2003-08-07,50.000000,50.439999,49.509998,49.700001,31.852476,6683800
2003-08-08,50.200001,50.689999,49.779999,50.590000,32.422867,3978400
2003-08-11,50.650002,50.980000,50.060001,50.580002,32.416462,1474400
2003-08-12,50.450001,51.110001,50.439999,50.980000,32.672817,1836200
2003-08-13,50.980000,51.299999,50.290001,50.389999,32.294685,1613100
2003-08-14,50.330002,50.669998,49.830002,50.490002,32.358784,2552300
2003-08-15,50.490002,50.680000,50.200001,50.610001,32.435696,567300
2003-08-18,50.599998,52.169998,50.599998,51.980000,33.313713,2176500
2003-08-19,52.480000,52.880001,51.130001,51.950001,33.294483,2080100
2003-08-20,51.950001,52.099998,50.900002,51.040001,32.711277,1539000
2003-08-21,51.150002,51.770000,50.080002,50.560001,32.403645,2184800
2003-08-22,50.759998,50.759998,49.799999,49.880001,31.967836,2272700
2003-08-25,49.650002,50.320000,49.400002,50.320000,32.249832,1490600
2003-08-26,51.099998,51.529999,50.290001,51.369999,32.922752,2168300
2003-08-27,51.240002,51.500000,50.389999,51.450001,32.974033,1727700
2003-08-28,50.549999,51.470001,50.500000,51.400002,33.019005,2397000
2003-08-29,51.400002,51.400002,50.790001,51.230000,32.909813,1262000
2003-09-02,51.099998,51.439999,50.799999,51.400002,33.019005,1412400
2003-09-03,51.490002,52.279999,51.459999,52.070000,33.449402,2553100
2003-09-04,52.220001,52.220001,51.259998,51.599998,33.147480,1898800
2003-09-05,51.279999,52.040001,51.259998,52.009998,33.410858,2115000
2003-09-08,51.759998,52.450001,51.759998,52.240002,33.558624,1540300
2003-09-09,52.250000,52.349998,51.770000,52.200001,33.532925,2110900
2003-09-10,51.950001,52.200001,50.910000,51.250000,32.922657,2069500
2003-09-11,51.330002,51.970001,51.040001,51.410000,33.025429,1818300
2003-09-12,51.580002,51.580002,50.770000,51.110001,32.832706,1409600
2003-09-15,51.020000,51.180000,50.759998,50.970001,32.742790,1879900
2003-09-16,50.000000,50.160000,49.549999,50.000000,32.119667,8760400
2003-09-17,50.000000,50.000000,49.580002,49.759998,31.965475,3740800
2003-09-18,49.750000,50.349998,49.549999,49.630001,31.881983,2510800
2003-09-19,49.400002,49.900002,48.150002,48.700001,31.284550,5422600
2003-09-22,48.500000,48.500000,47.520000,47.820000,30.719234,3081000
2003-09-23,46.619999,46.950001,45.799999,45.970001,29.530817,7642700
2003-09-24,45.970001,46.500000,45.049999,45.099998,28.971933,5153700
2003-09-25,44.099998,45.630001,44.090000,45.130001,28.991203,5440200
2003-09-26,45.500000,45.900002,44.779999,45.430000,29.183929,3326100
2003-09-29,45.930000,46.099998,45.599998,45.910000,29.492262,3281800
2003-09-30,46.139999,46.400002,45.160000,46.150002,29.646441,3039200
2003-10-01,46.099998,46.430000,45.029999,46.430000,29.826307,2194100
2003-10-02,46.349998,46.349998,45.349998,46.009998,29.556513,1897600
2003-10-03,46.560001,47.169998,45.650002,45.700001,29.357368,3041800
2003-10-06,45.700001,45.700001,45.270000,45.450001,29.196772,2228500
2003-10-07,45.450001,45.889999,44.779999,45.759998,29.395903,2928800
2003-10-08,45.759998,46.090000,45.340000,45.880001,29.472994,2925500
2003-10-09,46.099998,46.439999,45.500000,45.740002,29.383055,2267100
2003-10-10,45.740002,46.270000,45.740002,46.200001,29.678574,2473500
2003-10-13,46.259998,46.869999,46.259998,46.599998,29.935528,2116400
2003-10-14,46.599998,46.759998,45.810001,46.230000,29.697828,2751100
2003-10-15,46.230000,46.310001,45.770000,46.139999,29.640024,2462700
2003-10-16,46.070000,46.340000,45.500000,45.730000,29.376640,2537200
2003-10-17,45.950001,46.099998,45.730000,45.900002,29.485840,2261200
2003-10-20,46.000000,46.060001,45.580002,46.020000,29.562939,2095500
2003-10-21,46.200001,46.200001,45.770000,46.029999,29.569359,1741600
2003-10-22,45.930000,45.930000,45.250000,45.299999,29.100418,2392400
2003-10-23,45.299999,45.860001,45.029999,45.669998,29.338093,1938900
2003-10-24,45.669998,46.520000,45.200001,46.520000,29.884125,3030300
2003-10-27,46.400002,46.599998,46.009998,46.290001,29.736370,1770400
2003-10-28,46.959999,47.099998,45.270000,45.509998,29.235327,4122300
2003-10-29,46.500000,46.980000,46.029999,46.939999,30.153942,2881100
2003-10-30,46.939999,47.950001,46.820000,46.919998,30.141081,3039000
2003-10-31,46.750000,47.070000,46.000000,46.360001,29.781349,2858500
2003-11-03,46.360001,46.750000,45.849998,46.070000,29.595058,2235700
2003-11-04,45.779999,46.169998,45.590000,45.700001,29.357368,1835200
2003-11-05,45.700001,45.939999,45.400002,45.820000,29.434448,2213700
2003-11-06,45.750000,46.430000,45.500000,46.299999,29.742798,2003200
2003-11-07,46.200001,46.299999,45.869999,46.040001,29.575779,1973700
2003-11-10,46.020000,46.180000,45.419998,45.669998,29.338093,1463100
2003-11-11,45.750000,45.980000,45.400002,45.650002,29.325258,1330500
2003-11-12,45.599998,46.150002,45.570000,46.040001,29.575779,1922200
2003-11-13,45.849998,46.110001,45.730000,45.820000,29.434448,5199600
2003-11-14,45.900002,45.919998,44.889999,45.200001,29.036158,5099700
2003-11-17,45.200001,45.880001,45.169998,45.810001,29.428030,3474300
2003-11-18,45.400002,45.720001,45.299999,45.500000,29.228891,2332600
2003-11-19,45.500000,45.950001,45.419998,45.820000,29.434448,1786600
2003-11-20,45.650002,46.450001,45.639999,46.099998,29.614326,2247300
2003-11-21,46.250000,46.450001,45.970001,46.400002,29.807032,2073200
2003-11-24,46.500000,46.650002,46.080002,46.450001,29.839163,2968200
2003-11-25,46.250000,46.299999,45.560001,45.869999,29.466578,5023500
2003-11-26,45.990002,46.060001,45.799999,45.950001,29.660219,1711200
2003-11-28,45.950001,46.180000,45.799999,45.939999,29.653770,656600
2003-12-01,46.250000,46.320000,45.799999,46.320000,29.899042,1942300
2003-12-02,46.020000,46.330002,45.790001,46.130001,29.776409,2746300
